source_image,patch_file,idx,cx,cy,x0,y0,x1,y1,score,edge_density
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__062__cx1280_cy1280__s1930.5206__ed0.2290.jpg,62,1280,1280,1148,1148,1413,1413,1930.5205805042642,0.2290494838020648
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__063__cx1376_cy993__s1873.3569__ed0.2251.jpg,63,1376,993,1244,861,1509,1126,1873.3568760471535,0.22507653969384123
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__064__cx801_cy706__s1835.9551__ed0.3446.jpg,64,801,706,669,574,934,839,1835.9551223678282,0.3446066215735137
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__065__cx131_cy323__s1764.5417__ed0.3169.jpg,65,131,323,-1,191,264,456,1764.5416935301619,0.316938412246351
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__066__cx1184_cy2046__s1704.8052__ed0.1595.jpg,66,1184,2046,1052,1914,1317,2179,1704.8051868763287,0.15950160199359203
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__067__cx514_cy514__s1694.4879__ed0.3692.jpg,67,514,514,382,382,647,647,1694.4878763986635,0.36922748309006764
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__068__cx323_cy227__s1671.1429__ed0.2946.jpg,68,323,227,191,95,456,360,1671.1429103568662,0.29459594161623354
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__069__cx514_cy323__s1651.8572__ed0.3261.jpg,69,514,323,382,191,647,456,1651.8571654679836,0.3260946956212175
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__070__cx706_cy227__s1571.8525__ed0.2939.jpg,70,706,227,574,95,839,360,1571.8524700199487,0.2938554645781417
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__071__cx1663_cy131__s1551.1967__ed0.1918.jpg,71,1663,131,1531,-1,1796,264,1551.1967102399212,0.191812032751869
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__072__cx2429_cy227__s1498.5542__ed0.2518.jpg,72,2429,227,2297,95,2562,360,1498.5541949358885,0.25179067283730866
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__073__cx3866_cy227__s1493.8143__ed0.2438.jpg,73,3866,227,3734,95,3999,360,1493.8143351911567,0.24383054467782128
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__074__cx3291_cy131__s1480.3145__ed0.2161.jpg,74,3291,131,3159,-1,3424,264,1480.3144765782636,0.21609113563545745
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__075__cx706_cy418__s1478.3835__ed0.3638.jpg,75,706,418,574,286,839,551,1478.3835462985444,0.36377358490566036
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__076__cx2621_cy227__s1468.7575__ed0.2393.jpg,76,2621,227,2489,95,2754,360,1468.7574851931422,0.23931648273406905
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__077__cx1376_cy131__s1447.4553__ed0.2014.jpg,77,1376,131,1244,-1,1509,264,1447.455278947542,0.20136703453186186
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__078__cx1855_cy227__s1440.6939__ed0.2531.jpg,78,1855,227,1723,95,1988,360,1440.6938735722215,0.2531292274830901
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__079__cx1472_cy801__s1438.7358__ed0.1962.jpg,79,1472,801,1340,669,1605,934,1438.7358098344994,0.1962121751512994
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__080__cx1184_cy131__s1410.0887__ed0.2121.jpg,80,1184,131,1052,-1,1317,264,1410.0886694923392,0.212061231755073
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__081__cx3674_cy131__s1393.8929__ed0.2473.jpg,81,3674,131,3542,-1,3807,264,1393.8928886714857,0.24727661089355643
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__082__cx514_cy131__s1389.8845__ed0.2217.jpg,82,514,131,382,-1,647,264,1389.8844942871365,0.22173015307938768
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__083__cx2812_cy131__s1389.3100__ed0.1922.jpg,83,2812,131,2680,-1,2945,264,1389.3100058055716,0.19218227127091492
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__084__cx131_cy131__s1382.7437__ed0.2234.jpg,84,131,131,-1,-1,264,264,1382.7436797503033,0.22339622641509435
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__085__cx2238_cy227__s1366.5363__ed0.2581.jpg,85,2238,227,2106,95,2371,360,1366.5363323533675,0.2581132075471698
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__086__cx993_cy610__s1363.4454__ed0.3438.jpg,86,993,610,861,478,1126,743,1363.4453648355557,0.34380918476326094
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__087__cx3100_cy131__s1358.5042__ed0.2048.jpg,87,3100,131,2968,-1,3233,264,1358.5041556059732,0.20479886080455678
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__088__cx2046_cy227__s1352.0535__ed0.2588.jpg,88,2046,227,1914,95,2179,360,1352.0535236157593,0.25879672481310073
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__089__cx897_cy131__s1345.5189__ed0.2204.jpg,89,897,131,765,-1,1030,264,1345.5189252806595,0.22040583837664648
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__090__cx3483_cy131__s1338.8143__ed0.2380.jpg,90,3483,131,3351,-1,3616,264,1338.8142554680817,0.23796368814524743
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__091__cx2429_cy418__s1286.4538__ed0.2419.jpg,91,2429,418,2297,286,2562,551,1286.453789197898,0.24186543253826984
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__092__cx1184_cy2238__s1229.5865__ed0.1289.jpg,92,1184,2238,1052,2106,1317,2371,1229.5864553489373,0.1288999644001424
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__093__cx1376_cy1855__s1209.6594__ed0.1223.jpg,93,1376,1855,1244,1723,1509,1988,1209.659396229079,0.12233535065859737
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__094__cx1184_cy610__s1198.8645__ed0.3418.jpg,94,1184,610,1052,478,1317,743,1198.8645239357138,0.34181559273762907
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__095__cx2621_cy418__s1158.4882__ed0.2637.jpg,95,2621,418,2489,286,2754,551,1158.4881682752748,0.26366678533285864
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__096__cx2812_cy514__s1141.5443__ed0.2529.jpg,96,2812,514,2680,382,2945,647,1141.5443095508963,0.2529013883944464
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__097__cx1759_cy2334__s1122.1325__ed0.1038.jpg,97,1759,2334,1627,2202,1892,2467,1122.1324652867625,0.10380918476326095
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__098__cx1376_cy1472__s1120.9701__ed0.1294.jpg,98,1376,1472,1244,1340,1509,1605,1120.9701043827226,0.12935564257742968
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__099__cx2238_cy418__s1108.2875__ed0.2292.jpg,99,2238,418,2106,286,2371,551,1108.2874779981794,0.22922036311854752
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__100__cx993_cy2142__s1073.2719__ed0.0994.jpg,100,993,2142,861,2010,1126,2275,1073.2719388414407,0.09940904236383054
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__101__cx1376_cy1663__s1070.1705__ed0.1231.jpg,101,1376,1663,1244,1531,1509,1796,1070.1705283668125,0.12313278746885012
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__102__cx1280_cy2812__s1031.8905__ed0.1355.jpg,102,1280,2812,1148,2680,1413,2945,1031.890457198373,0.1354930580277679
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__103__cx1472_cy610__s1023.7244__ed0.2646.jpg,103,1472,610,1340,478,1605,743,1023.7244071030873,0.26456390174439304
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__104__cx1567_cy1089__s984.1351__ed0.0912.jpg,104,1567,1089,1435,957,1700,1222,984.1350516482489,0.09119259522961908
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__105__cx2812_cy323__s978.2285__ed0.2564.jpg,105,2812,323,2680,191,2945,456,978.2284573739162,0.25640441438234246
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__106__cx1280_cy2429__s965.8687__ed0.1295.jpg,106,1280,2429,1148,2297,1413,2562,965.8687382359058,0.12954076183695265
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__107__cx3100_cy801__s933.4953__ed0.0910.jpg,107,3100,801,2968,669,3233,934,933.495258379844,0.09100747597009612
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__108__cx1376_cy2046__s916.1348__ed0.1075.jpg,108,1376,2046,1244,1914,1509,2179,916.1348133649444,0.10752580989676042
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__109__cx3004_cy610__s895.8433__ed0.2458.jpg,109,3004,610,2872,478,3137,743,895.8432951636496,0.24580989676041295
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__110__cx3483_cy706__s879.2235__ed0.0878.jpg,110,3483,706,3351,574,3616,839,879.2234796982375,0.08781772872908508
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__111__cx897_cy323__s869.3184__ed0.2900.jpg,111,897,323,765,191,1030,456,869.3184010328259,0.2900249199003204
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__112__cx3291_cy897__s848.3137__ed0.0881.jpg,112,3291,897,3159,765,3424,1030,848.3136995500536,0.08814524741901032
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__113__cx1472_cy2429__s848.1308__ed0.0919.jpg,113,1472,2429,1340,2297,1605,2562,848.1307997205877,0.09194731221075116
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__114__cx3578_cy323__s838.9017__ed0.1686.jpg,114,3578,323,3446,191,3711,456,838.9016667835531,0.16858668565325738
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__115__cx1855_cy610__s831.6602__ed0.0951.jpg,115,1855,610,1723,478,1988,743,831.6601950180484,0.09506585973656105
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__116__cx1663_cy610__s827.0989__ed0.1136.jpg,116,1663,610,1531,478,1796,743,827.0988657239359,0.11363474546101815
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__117__cx3578_cy1376__s804.8974__ed0.0703.jpg,117,3578,1376,3446,1244,3711,1509,804.8973523097811,0.07025987896048416
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__118__cx1472_cy1280__s790.6653__ed0.1088.jpg,118,1472,1280,1340,1148,1605,1413,790.6653474730556,0.10882164471342115
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__119__cx2046_cy418__s788.8218__ed0.2108.jpg,119,2046,418,1914,286,2179,551,788.8217546123196,0.21076539693841226
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__120__cx1759_cy1089__s779.8727__ed0.0717.jpg,120,1759,1089,1627,957,1892,1222,779.872685111477,0.07166963332146671
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__121__cx1280_cy2621__s753.0083__ed0.1101.jpg,121,1280,2621,1148,2489,1413,2754,753.0083091309643,0.11010323958704166
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__122__cx1759_cy418__s750.2191__ed0.2175.jpg,122,1759,418,1627,286,1892,551,750.2190859708353,0.2174866500533998
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__123__cx3004_cy993__s725.4970__ed0.0495.jpg,123,3004,993,2872,861,3137,1126,725.4970441882615,0.049455322178711285
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__124__cx3674_cy1567__s724.9109__ed0.0676.jpg,124,3674,1567,3542,1435,3807,1700,724.9109007139923,0.06759700961196155
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__125__cx3674_cy610__s712.1877__ed0.0926.jpg,125,3674,610,3542,478,3807,743,712.1876607551239,0.09255962976148095
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__126__cx2142_cy1184__s708.7200__ed0.0752.jpg,126,2142,1184,2010,1052,2275,1317,708.720044305257,0.0752438590245639
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__127__cx2525_cy610__s705.5650__ed0.0802.jpg,127,2525,610,2393,478,2658,743,705.5650058391038,0.08019935920256319
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__128__cx1376_cy2238__s691.0349__ed0.0881.jpg,128,1376,2238,1244,2106,1509,2371,691.0349471630179,0.08807404770380918
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__129__cx3195_cy1280__s688.9109__ed0.0572.jpg,129,3195,1280,3063,1148,3328,1413,688.9108879695996,0.057187611249555
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__130__cx3770_cy418__s686.7996__ed0.0940.jpg,130,3770,418,3638,286,3903,551,686.7995684835478,0.09402634389462443
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__131__cx3387_cy323__s678.3994__ed0.2390.jpg,131,3387,323,3255,191,3520,456,678.3994176569977,0.23896048415806337
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__132__cx2621_cy1089__s676.5917__ed0.0489.jpg,132,2621,1089,2489,957,2754,1222,676.5917319589062,0.04885724457102172
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__133__cx2334_cy610__s676.5562__ed0.0840.jpg,133,2334,610,2202,478,2467,743,676.5561652062461,0.08397294410822356
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__134__cx3291_cy1759__s668.2838__ed0.0626.jpg,134,3291,1759,3159,1627,3424,1892,668.2837510450627,0.0625560697757209
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__135__cx3291_cy1089__s664.2344__ed0.0550.jpg,135,3291,1089,3159,957,3424,1222,664.2344127849792,0.054994660021359915
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__136__cx1567_cy1855__s659.7989__ed0.0685.jpg,136,1567,1855,1435,1723,1700,1988,659.7988588903099,0.0684941260234959
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__137__cx3483_cy514__s659.3759__ed0.0826.jpg,137,3483,514,3351,382,3616,647,659.3759177301545,0.08256318974724101
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__138__cx3483_cy1759__s644.5989__ed0.0584.jpg,138,3483,1759,3351,1627,3616,1892,644.5989491138025,0.05842648629405482
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__139__cx2812_cy1855__s633.3227__ed0.0573.jpg,139,2812,1855,2680,1723,2945,1988,633.3227198429522,0.05733001067995728
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__140__cx3195_cy610__s631.5208__ed0.1451.jpg,140,3195,610,3063,478,3328,743,631.5207717280136,0.14513349946600212
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__141__cx1950_cy1280__s624.5974__ed0.0704.jpg,141,1950,1280,1818,1148,2083,1413,624.5974237672053,0.07041651833392666
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__142__cx2621_cy897__s623.1923__ed0.0542.jpg,142,2621,897,2489,765,2754,1030,623.1922583742416,0.05415450338198647
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__143__cx2046_cy610__s621.8684__ed0.0627.jpg,143,2046,610,1914,478,2179,743,621.86839526525,0.06274118903524385
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__144__cx3483_cy1184__s618.1528__ed0.0590.jpg,144,3483,1184,3351,1052,3616,1317,618.1528126142221,0.05903880384478462
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__145__cx1663_cy897__s609.2507__ed0.0627.jpg,145,1663,897,1531,765,1796,1030,609.2507399169845,0.06274118903524385
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__146__cx1472_cy2812__s604.8807__ed0.1015.jpg,146,1472,2812,1340,2680,1605,2945,604.8807106861495,0.10145959416162335
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__147__cx3004_cy323__s596.6079__ed0.2445.jpg,147,3004,323,2872,191,3137,456,596.6078686005785,0.24447134211463153
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__148__cx3770_cy1759__s590.5996__ed0.0545.jpg,148,3770,1759,3638,1627,3903,1892,590.5995862762793,0.054524741901032396
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__149__cx1567_cy323__s568.6228__ed0.1977.jpg,149,1567,323,1435,191,1700,456,568.6227676589042,0.1977073691705233
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__150__cx2908_cy801__s557.5479__ed0.0576.jpg,150,2908,801,2776,669,3041,934,557.5478938513552,0.05755784976860093
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__151__cx3866_cy1950__s545.0723__ed0.0624.jpg,151,3866,1950,3734,1818,3999,2083,545.0723010342335,0.06241367034531862
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__152__cx3483_cy897__s543.1419__ed0.0459.jpg,152,3483,897,3351,765,3616,1030,543.1419431648101,0.04585261658953364
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__153__cx1280_cy323__s542.8791__ed0.2130.jpg,153,1280,323,1148,191,1413,456,542.8791118679219,0.21302954788180847
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__154__cx2334_cy1089__s540.8160__ed0.0496.jpg,154,2334,1089,2202,957,2467,1222,540.8159952869755,0.04961196155215379
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__155__cx1089_cy323__s536.7337__ed0.2438.jpg,155,1089,323,957,191,1222,456,536.7337091984227,0.24381630473478105
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__156__cx2812_cy1089__s527.7345__ed0.0423.jpg,156,2812,1089,2680,957,2945,1222,527.7345126302098,0.04226415094339623
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__157__cx3195_cy323__s523.8357__ed0.2343.jpg,157,3195,323,3063,191,3328,456,523.8357081028516,0.23434674261302954
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__158__cx1855_cy801__s514.5573__ed0.0726.jpg,158,1855,801,1723,669,1988,934,514.5572891185293,0.0726379494482022
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__159__cx1663_cy2525__s507.0382__ed0.0456.jpg,159,1663,2525,1531,2393,1796,2658,507.03822789073456,0.04559629761480954
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__160__cx1663_cy2812__s506.8859__ed0.0954.jpg,160,1663,2812,1531,2680,1796,2945,506.8859388389392,0.09539337842648629
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__161__cx3483_cy2812__s503.9454__ed0.0364.jpg,161,3483,2812,3351,2680,3616,2945,503.9454037343967,0.03644001423994304
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__162__cx3483_cy1567__s476.9599__ed0.0404.jpg,162,3483,1567,3351,1435,3616,1700,476.9598669189145,0.04044143823424706
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__163__cx2621_cy1472__s476.7334__ed0.0643.jpg,163,2621,1472,2489,1340,2754,1605,476.73341056879144,0.06433606265574937
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__164__cx2812_cy2812__s476.2553__ed0.0502.jpg,164,2812,2812,2680,2680,2945,2945,476.2552847211482,0.050238519045923816
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__165__cx2142_cy993__s470.6535__ed0.0407.jpg,165,2142,993,2010,861,2275,1126,470.6535102953785,0.040740477038091846
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__166__cx1855_cy2525__s451.0694__ed0.0363.jpg,166,1855,2525,1723,2393,1988,2658,451.06939021265134,0.03625489498042008
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__167__cx2429_cy1472__s442.8620__ed0.0633.jpg,167,2429,1472,2297,1340,2562,1605,442.86203135480173,0.06328230687077252
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__168__cx3004_cy2812__s442.1788__ed0.0432.jpg,168,3004,2812,2872,2680,3137,2945,442.1788331682328,0.04316126735493058
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__169__cx3291_cy2812__s436.5653__ed0.0288.jpg,169,3291,2812,3159,2680,3424,2945,436.56531054805964,0.028821644713421146
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__170__cx1472_cy2621__s434.9251__ed0.0783.jpg,170,1472,2621,1340,2489,1605,2754,434.9250967403059,0.07831968672125311
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__171__cx1663_cy1280__s429.2273__ed0.0545.jpg,171,1663,1280,1531,1148,1796,1413,429.22728549229214,0.05446778212887148
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__172__cx2717_cy706__s426.0401__ed0.0623.jpg,172,2717,706,2585,574,2850,839,426.0401119828457,0.062313990744037026
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__173__cx3291_cy1567__s425.6670__ed0.0453.jpg,173,3291,1567,3159,1435,3424,1700,425.66702585539315,0.04531149875400498
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__174__cx3866_cy610__s422.4177__ed0.0768.jpg,174,3866,610,3734,478,3999,743,422.41774985170923,0.07681025275898896
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__175__cx2334_cy1280__s411.6033__ed0.0567.jpg,175,2334,1280,2202,1148,2467,1413,411.60327323601814,0.05666073335706657
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__176__cx3866_cy2142__s410.7617__ed0.0536.jpg,176,3866,2142,3734,2010,3999,2275,410.761705064273,0.0535564257742969
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__177__cx2429_cy801__s409.5693__ed0.0621.jpg,177,2429,801,2297,669,2562,934,409.56927361158887,0.06214311142755429
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__178__cx3387_cy1376__s394.1701__ed0.0325.jpg,178,3387,1376,3255,1244,3520,1509,394.1700542480685,0.03245283018867925
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__179__cx3866_cy1184__s383.6715__ed0.0283.jpg,179,3866,1184,3734,1052,3999,1317,383.67150456656236,0.028309006763972945
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__180__cx1950_cy2334__s382.0461__ed0.0335.jpg,180,1950,2334,1818,2202,2083,2467,382.0460949593107,0.03347810608757565
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__181__cx2429_cy1950__s380.9565__ed0.0352.jpg,181,2429,1950,2297,1818,2562,2083,380.9565106568043,0.03515841936632254
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__182__cx3004_cy1280__s378.4221__ed0.0345.jpg,182,3004,1280,2872,1148,3137,1413,378.42209354345687,0.034517621929512285
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__183__cx3483_cy1950__s372.3658__ed0.0238.jpg,183,3483,1950,3351,1818,3616,2083,372.36579374049325,0.02379494482022072
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__184__cx1567_cy1472__s371.8399__ed0.0395.jpg,184,1567,1472,1435,1340,1700,1605,371.8398602004163,0.039515841936632254
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__185__cx3674_cy2812__s358.8679__ed0.0250.jpg,185,3674,2812,3542,2680,3807,2945,358.8678662174498,0.025019579921680312
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__186__cx2238_cy801__s350.0450__ed0.0554.jpg,186,2238,801,2106,669,2371,934,350.0449789230479,0.05536489854040584
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__187__cx2046_cy801__s339.9148__ed0.0479.jpg,187,2046,801,1914,669,2179,934,339.9147813860909,0.04794588821644714
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__188__cx2142_cy2621__s335.2285__ed0.0496.jpg,188,2142,2621,2010,2489,2275,2754,335.22849831392523,0.04961196155215379
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__189__cx3004_cy1855__s333.9372__ed0.0263.jpg,189,3004,1855,2872,1723,3137,1988,333.9371693956782,0.026258454966180136
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__190__cx3674_cy1184__s325.8735__ed0.0283.jpg,190,3674,1184,3542,1052,3807,1317,325.8735264769057,0.028280526877892488
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__191__cx3674_cy1950__s324.5581__ed0.0178.jpg,191,3674,1950,3542,1818,3807,2083,324.55813301104354,0.01781416874332503
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__192__cx1567_cy2046__s318.3250__ed0.0407.jpg,192,1567,2046,1435,1914,1700,2179,318.3250387914013,0.04066927732289071
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__193__cx3100_cy1663__s310.6019__ed0.0414.jpg,193,3100,1663,2968,1531,3233,1796,310.60193663829705,0.041409754360982556
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__194__cx2812_cy1663__s307.7960__ed0.0406.jpg,194,2812,1663,2680,1531,2945,1796,307.7960067897802,0.04058383766464934
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__195__cx3866_cy993__s304.3466__ed0.0363.jpg,195,3866,993,3734,861,3999,1126,304.3466312661767,0.036340334638661445
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__196__cx3674_cy801__s303.8118__ed0.0325.jpg,196,3674,801,3542,669,3807,934,303.8118075177772,0.03253826984692061
data/raw/IMG_8452.jpeg,data/interim/roi_dump/patches/IMG_8452__197__cx1567_cy1663__s300.5941__ed0.0365.jpg,197,1567,1663,1435,1531,1700,1796,300.5941047471133,0.036454254182983266
