source_image,patch_file,idx,cx,cy,score,win,patch_x0,patch_y0,patch_x1,patch_y1
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__156__cx2079_cy809__s0.5001__win28.jpg,156,2079,809,0.5001029997929368,28,1947,677,2212,942
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__157__cx100_cy1491__s0.5001__win151.jpg,157,100,1491,0.5000645228686742,151,-32,1359,233,1624
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__158__cx1756_cy1494__s0.4991__win28.jpg,158,1756,1494,0.4991372389028287,28,1624,1362,1889,1627
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__159__cx164_cy1091__s0.4987__win28.jpg,159,164,1091,0.4987430917888657,28,32,959,297,1224
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__160__cx179_cy849__s0.4987__win28.jpg,160,179,849,0.49869794741076273,28,47,717,312,982
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__161__cx265_cy990__s0.4979__win28.jpg,161,265,990,0.49794492867417145,28,133,858,398,1123
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__162__cx199_cy970__s0.4966__win28.jpg,162,199,970,0.4965721945110457,28,67,838,332,1103
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__163__cx244_cy970__s0.4960__win28.jpg,163,244,970,0.4960287019214443,28,112,838,377,1103
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__164__cx1777_cy1515__s0.4955__win28.jpg,164,1777,1515,0.4954846559219129,28,1645,1383,1910,1648
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__165__cx1031_cy2059__s0.4955__win28.jpg,165,1031,2059,0.49545776557912385,28,899,1927,1164,2192
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__166__cx1011_cy2039__s0.4936__win28.jpg,166,1011,2039,0.4936325003776333,28,879,1907,1144,2172
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__167__cx2361_cy2200__s0.4936__win28.jpg,167,2361,2200,0.4935541116835298,28,2229,2068,2494,2333
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__168__cx123_cy849__s0.4934__win28.jpg,168,123,849,0.49337264180253526,28,-9,717,256,982
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__169__cx139_cy829__s0.4933__win28.jpg,169,139,829,0.4932769061991241,28,7,697,272,962
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__170__cx2462_cy2442__s0.4927__win28.jpg,170,2462,2442,0.49274043168566817,28,2330,2310,2595,2575
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__171__cx2543_cy2502__s0.4922__win28.jpg,171,2543,2502,0.49221853664490733,28,2411,2370,2676,2635
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__172__cx950_cy2039__s0.4922__win28.jpg,172,950,2039,0.49217686810639005,28,818,1907,1083,2172
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__173__cx1011_cy1998__s0.4921__win28.jpg,173,1011,1998,0.49211859467319563,28,879,1866,1144,2131
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__174__cx1857_cy1434__s0.4919__win28.jpg,174,1857,1434,0.4918836885819362,28,1725,1302,1990,1567
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__175__cx285_cy1756__s0.4906__win28.jpg,175,285,1756,0.4905618810307212,28,153,1624,418,1889
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__176__cx18_cy2523__s0.4902__win28.jpg,176,18,2523,0.49018690925461383,28,-114,2391,151,2656
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__177__cx2381_cy2422__s0.4882__win28.jpg,177,2381,2422,0.48818255407787475,28,2249,2290,2514,2555
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__178__cx1011_cy2119__s0.4881__win28.jpg,178,1011,2119,0.48808904475831344,28,879,1987,1144,2252
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__179__cx345_cy1051__s0.4879__win28.jpg,179,345,1051,0.4879328330155245,28,213,919,478,1184
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__180__cx1777_cy1434__s0.4848__win28.jpg,180,1777,1434,0.4848030578452916,28,1645,1302,1910,1567
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__181__cx2321_cy2361__s0.4839__win28.jpg,181,2321,2361,0.48392152589475024,28,2189,2229,2454,2494
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__182__cx265_cy1938__s0.4837__win28.jpg,182,265,1938,0.48373850517873057,28,133,1806,398,2071
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__183__cx83_cy769__s0.4833__win28.jpg,183,83,769,0.48330768815427194,28,-49,637,216,902
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__184__cx2502_cy2462__s0.4828__win28.jpg,184,2502,2462,0.48282145200059245,28,2370,2330,2635,2595
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__185__cx970_cy2019__s0.4811__win28.jpg,185,970,2019,0.48110474528664443,28,838,1887,1103,2152
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__186__cx2482_cy1958__s0.4807__win28.jpg,186,2482,1958,0.48072886951586535,28,2350,1826,2615,2091
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__187__cx224_cy1857__s0.4790__win28.jpg,187,224,1857,0.47903567074014697,28,92,1725,357,1990
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__188__cx38_cy829__s0.4782__win28.jpg,188,38,829,0.4782245506702201,28,-94,697,171,962
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__189__cx507_cy1071__s0.4768__win28.jpg,189,507,1071,0.47675290936068165,28,375,939,640,1204
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__190__cx1612_cy2136__s0.4763__win151.jpg,190,1612,2136,0.47630301697103167,151,1480,2004,1745,2269
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__191__cx78_cy930__s0.4761__win28.jpg,191,78,930,0.4761161915167833,28,-54,798,211,1063
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__192__cx2260_cy2281__s0.4745__win28.jpg,192,2260,2281,0.4744793670816111,28,2128,2149,2393,2414
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__193__cx236_cy1349__s0.4745__win151.jpg,193,236,1349,0.47447370148483703,151,104,1217,369,1482
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__194__cx38_cy2543__s0.4743__win28.jpg,194,38,2543,0.47428895963642276,28,-94,2411,171,2676
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__195__cx58_cy2482__s0.4742__win28.jpg,195,58,2482,0.4741564838694329,28,-74,2350,191,2615
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__196__cx1898_cy1656__s0.4739__win28.jpg,196,1898,1656,0.4739069382521,28,1766,1524,2031,1789
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__197__cx94_cy1269__s0.4738__win151.jpg,197,94,1269,0.4737677807848565,151,-38,1137,227,1402
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__198__cx2482_cy2422__s0.4733__win28.jpg,198,2482,2422,0.47332585086686896,28,2350,2290,2615,2555
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__199__cx365_cy910__s0.4733__win28.jpg,199,365,910,0.4733226025157406,28,233,778,498,1043
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__200__cx1998_cy1696__s0.4714__win28.jpg,200,1998,1696,0.47139597790521715,28,1866,1564,2131,1829
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__201__cx94_cy2196__s0.4714__win151.jpg,201,94,2196,0.47136257981122887,151,-38,2064,227,2329
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__202__cx1837_cy1474__s0.4712__win28.jpg,202,1837,1474,0.4712325126515887,28,1705,1342,1970,1607
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__203__cx2019_cy668__s0.4709__win28.jpg,203,2019,668,0.470897855407585,28,1887,536,2152,801
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__204__cx990_cy2865__s0.4707__win28.jpg,204,990,2865,0.47068310811656494,28,858,2733,1123,2998
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__205__cx301_cy1551__s0.4700__win151.jpg,205,301,1551,0.4699606562815203,151,169,1419,434,1684
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__206__cx204_cy1877__s0.4699__win28.jpg,206,204,1877,0.4699473464617936,28,72,1745,337,2010
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__207__cx990_cy2099__s0.4699__win28.jpg,207,990,2099,0.46993453892325077,28,858,1967,1123,2232
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__208__cx910_cy2059__s0.4699__win28.jpg,208,910,2059,0.46990646504528033,28,778,1927,1043,2192
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__209__cx285_cy1797__s0.4691__win28.jpg,209,285,1797,0.46910844851291905,28,153,1665,418,1930
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__210__cx265_cy950__s0.4684__win28.jpg,210,265,950,0.46837966862474034,28,133,818,398,1083
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__211__cx365_cy849__s0.4683__win28.jpg,211,365,849,0.4682555667187615,28,233,717,498,982
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__212__cx118_cy809__s0.4682__win28.jpg,212,118,809,0.46822384221666663,28,-14,677,251,942
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__213__cx1998_cy1635__s0.4674__win28.jpg,213,1998,1635,0.46737003026052387,28,1866,1503,2131,1768
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__214__cx2079_cy1817__s0.4671__win28.jpg,214,2079,1817,0.4670935330611911,28,1947,1685,2212,1950
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__215__cx2281_cy2301__s0.4669__win28.jpg,215,2281,2301,0.46694546961641176,28,2149,2169,2414,2434
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__216__cx2462_cy2482__s0.4669__win28.jpg,216,2462,2482,0.46689996921515997,28,2330,2350,2595,2615
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__217__cx2301_cy2321__s0.4661__win28.jpg,217,2301,2321,0.4661390452606512,28,2169,2189,2434,2454
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__218__cx1837_cy1615__s0.4656__win28.jpg,218,1837,1615,0.4656412076360632,28,1705,1483,1970,1748
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__219__cx179_cy890__s0.4655__win28.jpg,219,179,890,0.465472722118982,28,47,758,312,1023
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__220__cx164_cy769__s0.4654__win28.jpg,220,164,769,0.46537207674926506,28,32,637,297,902
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__221__cx100_cy1027__s0.4651__win151.jpg,221,100,1027,0.465135310587457,151,-32,895,233,1160
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__222__cx2583_cy1011__s0.4651__win28.jpg,222,2583,1011,0.4650536509087003,28,2451,879,2716,1144
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__223__cx1938_cy1615__s0.4650__win28.jpg,223,1938,1615,0.4649560165644112,28,1806,1483,2071,1748
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__224__cx1958_cy1656__s0.4640__win28.jpg,224,1958,1656,0.4640247176148313,28,1826,1524,2091,1789
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__225__cx2019_cy1736__s0.4639__win28.jpg,225,2019,1736,0.46392231164037057,28,1887,1604,2152,1869
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__226__cx43_cy486__s0.4637__win28.jpg,226,43,486,0.4636775255613102,28,-89,354,176,619
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__227__cx2361_cy2402__s0.4632__win28.jpg,227,2361,2402,0.46324355124759947,28,2229,2270,2494,2535
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__228__cx58_cy849__s0.4625__win28.jpg,228,58,849,0.4624978598992485,28,-74,717,191,982
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__229__cx1918_cy1595__s0.4617__win28.jpg,229,1918,1595,0.46167873470909093,28,1786,1463,2051,1728
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__230__cx265_cy869__s0.4613__win28.jpg,230,265,869,0.46128726428867,28,133,737,398,1002
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__231__cx2482_cy2523__s0.4605__win28.jpg,231,2482,2523,0.46049327631327225,28,2350,2391,2615,2656
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__232__cx2139_cy1898__s0.4604__win28.jpg,232,2139,1898,0.4604079203759815,28,2007,1766,2272,2031
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__233__cx466_cy1091__s0.4600__win28.jpg,233,466,1091,0.4600071933314191,28,334,959,599,1224
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__234__cx2442_cy2462__s0.4582__win28.jpg,234,2442,2462,0.45820948096632846,28,2310,2330,2575,2595
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__235__cx1978_cy1676__s0.4574__win28.jpg,235,1978,1676,0.45743539781317843,28,1846,1544,2111,1809
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__236__cx325_cy1756__s0.4572__win28.jpg,236,325,1756,0.4572382796958567,28,193,1624,458,1889
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__237__cx365_cy1232__s0.4566__win28.jpg,237,365,1232,0.4565871611649847,28,233,1100,498,1365
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__238__cx1555_cy2885__s0.4566__win28.jpg,238,1555,2885,0.4565814911971241,28,1423,2753,1688,3018
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__239__cx18_cy809__s0.4554__win28.jpg,239,18,809,0.4553575842939591,28,-114,677,151,942
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__240__cx94_cy2337__s0.4539__win151.jpg,240,94,2337,0.4538967528291905,151,-38,2205,227,2470
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__241__cx285_cy1837__s0.4534__win28.jpg,241,285,1837,0.45340076101439364,28,153,1705,418,1970
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__242__cx98_cy507__s0.4521__win28.jpg,242,98,507,0.45206710548861717,28,-34,375,231,640
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__243__cx2220_cy2220__s0.4516__win28.jpg,243,2220,2220,0.45158466424887456,28,2088,2088,2353,2353
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__244__cx2281_cy1958__s0.4512__win28.jpg,244,2281,1958,0.4512238755165451,28,2149,1826,2414,2091
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__245__cx305_cy1252__s0.4510__win28.jpg,245,305,1252,0.450956853115546,28,173,1120,438,1385
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__246__cx285_cy1716__s0.4508__win28.jpg,246,285,1716,0.4507762664182026,28,153,1584,418,1849
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__247__cx1978_cy1615__s0.4507__win28.jpg,247,1978,1615,0.4506736691769318,28,1846,1483,2111,1748
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__248__cx2321_cy2160__s0.4499__win28.jpg,248,2321,2160,0.4498666440016953,28,2189,2028,2454,2293
data/raw/IMG_8483.jpeg,data/interim/roi_dump_c2f/patches/IMG_8483__249__cx1833_cy1470__s0.4497__win151.jpg,249,1833,1470,0.4497222990206832,151,1701,1338,1966,1603
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__000__cx3651_cy1696__s0.6355__win28.jpg,0,3651,1696,0.6354917134720405,28,3519,1564,3784,1829
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__001__cx3631_cy1676__s0.6317__win28.jpg,1,3631,1676,0.6317387985589706,28,3499,1544,3764,1809
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__002__cx3974_cy1111__s0.6269__win28.jpg,2,3974,1111,0.626866051622304,28,3842,979,4107,1244
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__003__cx3934_cy1091__s0.6213__win28.jpg,3,3934,1091,0.6213378312618967,28,3802,959,4067,1224
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__004__cx3994_cy1152__s0.6159__win28.jpg,4,3994,1152,0.6158871166590272,28,3862,1020,4127,1285
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__005__cx3954_cy1131__s0.6104__win28.jpg,5,3954,1131,0.6104373504846572,28,3822,999,4087,1264
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__006__cx3611_cy1635__s0.6015__win28.jpg,6,3611,1635,0.6014752436554637,28,3479,1503,3744,1768
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__007__cx3994_cy1273__s0.5960__win28.jpg,7,3994,1273,0.5959864042368623,28,3862,1141,4127,1406
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__008__cx3914_cy869__s0.5845__win28.jpg,8,3914,869,0.5845065345333998,28,3782,737,4047,1002
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__009__cx3793_cy648__s0.5839__win28.jpg,9,3793,648,0.5838663159501039,28,3661,516,3926,781
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__010__cx3914_cy1111__s0.5816__win28.jpg,10,3914,1111,0.5816137133044736,28,3782,979,4047,1244
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__011__cx3994_cy1011__s0.5796__win28.jpg,11,3994,1011,0.5795540129758476,28,3862,879,4127,1144
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__012__cx3954_cy1071__s0.5729__win28.jpg,12,3954,1071,0.5729047816420003,28,3822,939,4087,1204
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__013__cx3914_cy1051__s0.5721__win28.jpg,13,3914,1051,0.5721213388064117,28,3782,919,4047,1184
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__014__cx3772_cy159__s0.5712__win28.jpg,14,3772,159,0.5711762921886874,28,3640,27,3905,292
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__015__cx3954_cy1011__s0.5697__win28.jpg,15,3954,1011,0.5697091963890402,28,3822,879,4087,1144
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__016__cx3772_cy1192__s0.5688__win28.jpg,16,3772,1192,0.5688076335644431,28,3640,1060,3905,1325
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__017__cx3772_cy1152__s0.5682__win28.jpg,17,3772,1152,0.5682001087892852,28,3640,1020,3905,1285
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__018__cx3893_cy849__s0.5671__win28.jpg,18,3893,849,0.5670727424824752,28,3761,717,4026,982
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__019__cx3994_cy1091__s0.5652__win28.jpg,19,3994,1091,0.5651871919605742,28,3862,959,4127,1224
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__020__cx3974_cy527__s0.5609__win28.jpg,20,3974,527,0.5608966087877286,28,3842,395,4107,660
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__021__cx3934_cy970__s0.5609__win28.jpg,21,3934,970,0.5608712522738245,28,3802,838,4067,1103
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__022__cx3893_cy890__s0.5600__win28.jpg,22,3893,890,0.5600241390572446,28,3761,758,4026,1023
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__023__cx3994_cy869__s0.5575__win28.jpg,23,3994,869,0.5575461954450992,28,3862,737,4127,1002
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__024__cx2946_cy1777__s0.5572__win28.jpg,24,2946,1777,0.5572253715011729,28,2814,1645,3079,1910
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__025__cx3873_cy869__s0.5556__win28.jpg,25,3873,869,0.5556274895093026,28,3741,737,4006,1002
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__026__cx3732_cy1152__s0.5536__win28.jpg,26,3732,1152,0.5535847421975549,28,3600,1020,3865,1285
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__027__cx3793_cy1172__s0.5534__win28.jpg,27,3793,1172,0.5534424195581716,28,3661,1040,3926,1305
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__028__cx3793_cy708__s0.5531__win28.jpg,28,3793,708,0.5530981673989803,28,3661,576,3926,841
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__029__cx3934_cy890__s0.5518__win28.jpg,29,3934,890,0.5517542657402091,28,3802,758,4067,1023
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__030__cx3974_cy849__s0.5512__win28.jpg,30,3974,849,0.551206351451975,28,3842,717,4107,982
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__031__cx3994_cy970__s0.5504__win28.jpg,31,3994,970,0.5504427026161479,28,3862,838,4127,1103
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__032__cx3914_cy219__s0.5495__win28.jpg,32,3914,219,0.5494512209177079,28,3782,87,4047,352
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__033__cx3954_cy950__s0.5491__win28.jpg,33,3954,950,0.549085226740786,28,3822,818,4087,1083
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__034__cx3712_cy1011__s0.5478__win28.jpg,34,3712,1011,0.5477720671872826,28,3580,879,3845,1144
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__035__cx3853_cy809__s0.5475__win28.jpg,35,3853,809,0.5474637665455754,28,3721,677,3986,942
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__036__cx3772_cy688__s0.5462__win28.jpg,36,3772,688,0.5462198919391097,28,3640,556,3905,821
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__037__cx3772_cy123__s0.5446__win28.jpg,37,3772,123,0.5446295673828467,28,3640,-9,3905,256
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__038__cx3732_cy486__s0.5442__win28.jpg,38,3732,486,0.544188723604128,28,3600,354,3865,619
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__039__cx3893_cy970__s0.5435__win28.jpg,39,3893,970,0.543493023227055,28,3761,838,4026,1103
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__040__cx3813_cy406__s0.5425__win28.jpg,40,3813,406,0.5424620856961196,28,3681,274,3946,539
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__041__cx3974_cy466__s0.5402__win28.jpg,41,3974,466,0.5401582419580295,28,3842,334,4107,599
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__042__cx3974_cy607__s0.5394__win28.jpg,42,3974,607,0.5394322543341096,28,3842,475,4107,740
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__043__cx3772_cy748__s0.5383__win28.jpg,43,3772,748,0.5383201187483905,28,3640,616,3905,881
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__044__cx3934_cy1031__s0.5382__win28.jpg,44,3934,1031,0.5382027873591478,28,3802,899,4067,1164
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__045__cx3692_cy950__s0.5378__win28.jpg,45,3692,950,0.537809896519748,28,3560,818,3825,1083
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__046__cx3994_cy769__s0.5358__win28.jpg,46,3994,769,0.5357628326799198,28,3862,637,4127,902
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__047__cx3934_cy829__s0.5357__win28.jpg,47,3934,829,0.5356660014550896,28,3802,697,4067,962
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__048__cx1333_cy829__s0.5354__win28.jpg,48,1333,829,0.5354220869858591,28,1201,697,1466,962
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__049__cx3954_cy869__s0.5352__win28.jpg,49,3954,869,0.535193776226471,28,3822,737,4087,1002
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__050__cx3752_cy1172__s0.5351__win28.jpg,50,3752,1172,0.5350903708680493,28,3620,1040,3885,1305
data/raw/IMG_8498.jpeg,data/interim/roi_dump_c2f/patches/IMG_8498__051__cx3873_cy668__s0.5337__win28.jpg,51,3873,668,0.5337271240571054,28,3741,536,4006,801
